library	chr	arm	raw_frag_cnt	z_frag_cnt
lib066	chr15	q	34252	-2.4997740827086
lib066	chr16	p	7686	-2.46991470540964
lib066	chr16	q	22118	-2.50255144572726
lib066	chr17	p	6764	-2.4495221374153
lib066	chr17	q	22155	-2.43949595826066
lib066	chr18	p	8043	-2.54181126435751
lib066	chr18	q	29052	-2.57252312657112
lib066	chr19	p	5329	-2.36647371105246
lib066	chr19	q	10332	-2.44074932561706
lib066	chr2	p	44545	-2.50912677011456
lib066	chr2	q	74172	-2.52784476332717
lib066	chr20	p	11741	-2.54304247841271
lib066	chr20	q	14656	-2.43322447410939
lib066	chr21	q	16517	-2.55114666107788
lib066	chr22	q	10625	-2.389812299116
lib066	chr3	p	47873	-2.52973439529791
lib066	chr3	q	57224	-2.53046684008603
lib066	chr4	p	22720	-2.54902609999907
lib066	chr4	q	78814	-2.54988443968766
lib066	chr5	p	23149	-2.57057470883135
lib066	chr5	q	68192	-2.53231518856413
lib066	chr6	p	24495	-2.47174942872184
lib066	chr6	q	59948	-2.55025686149305
lib066	chr7	p	28222	-2.53487431063679
lib066	chr7	q	46459	-2.54638228908548
lib066	chr8	p	16495	-2.51145822525263
lib066	chr8	q	54581	-2.54080399604285
lib066	chr9	p	18160	-2.5591675430435
lib066	chr9	q	33720	-2.48529807803138
lib067	chr1	p	596827	-0.2678880151232
lib067	chr1	q	522956	-0.265790261510663
lib067	chr10	p	171765	-0.275336240871486
lib067	chr10	q	436837	-0.273711253998196
lib067	chr11	p	254901	-0.238768598976475
lib067	chr11	q	376617	-0.269507303951407
lib067	chr12	p	140936	-0.232259117252015
lib067	chr12	q	498739	-0.259777509802774
lib067	chr13	q	501628	-0.192042197962416
lib067	chr14	q	470898	-0.246550668021951
lib067	chr15	q	359591	-0.275943566558391
lib067	chr16	p	84070	-0.320153541569715
lib067	chr16	q	228560	-0.311843728885868
lib067	chr17	p	73307	-0.338442736940934
lib067	chr17	q	239080	-0.329169150081981
lib067	chr18	p	84317	-0.27240818298735
lib067	chr18	q	282866	-0.205001339831782
lib067	chr19	p	58195	-0.407679240216715
lib067	chr19	q	109850	-0.379785559122917
lib067	chr2	p	449693	-0.249472638867741
lib067	chr2	q	731775	-0.227270534463018
lib067	chr20	p	118723	-0.262008563448088
lib067	chr20	q	158912	-0.348541280855522
lib067	chr21	q	162467	-0.237352191502968
lib067	chr22	q	117183	-0.365982115095684
lib067	chr3	p	477161	-0.250492644100506
lib067	chr3	q	562655	-0.22386504359686
lib067	chr4	p	221339	-0.223382676494974
lib067	chr4	q	750819	-0.171876994404573
lib067	chr5	p	221023	-0.201613394548705
lib067	chr5	q	673013	-0.232905517263775
lib067	chr6	p	251340	-0.291494220107985
lib067	chr6	q	585714	-0.197366322738765
lib067	chr7	p	279765	-0.238200900285684
lib067	chr7	q	457730	-0.230112472033524
lib067	chr8	p	165618	-0.294453080783706
lib067	chr8	q	538871	-0.215609470670273
lib067	chr9	p	171754	-0.189572144474875
lib067	chr9	q	346007	-0.296237353413113
lib068	chr1	p	328370	-1.37585084176222
lib068	chr1	q	291083	-1.36382470884979
lib068	chr10	p	93622	-1.3895496325725
lib068	chr10	q	241638	-1.37965399769044
lib068	chr11	p	141250	-1.37326445659222
lib068	chr11	q	209640	-1.37009172122741
lib068	chr12	p	78823	-1.34884662111226
lib068	chr12	q	279403	-1.36304700398558
lib068	chr13	q	281190	-1.36227317174806
lib068	chr14	q	260616	-1.38053126329131
lib068	chr15	q	195531	-1.39736348387418
lib068	chr16	p	45431	-1.40761454923638
lib068	chr16	q	127064	-1.38889234510027
lib068	chr17	p	40630	-1.37512190032853
lib068	chr17	q	132877	-1.36235130063632
lib068	chr18	p	45998	-1.41252482397934
lib068	chr18	q	156215	-1.38637432088218
lib068	chr19	p	34964	-1.2684357633504
lib068	chr19	q	64157	-1.32606278919604
lib068	chr2	p	249737	-1.36469818969753
lib068	chr2	q	407697	-1.36103284233241
lib068	chr20	p	64626	-1.415446447371
lib068	chr20	q	86969	-1.38820939152172
lib068	chr21	q	90356	-1.38055214351062
lib068	chr22	q	64234	-1.37162959734658
lib068	chr3	p	266161	-1.37076623549522
lib068	chr3	q	315096	-1.3536335661787
lib068	chr4	p	123918	-1.36409181288773
lib068	chr4	q	422361	-1.33418318180317
lib068	chr5	p	124492	-1.35728925205913
lib068	chr5	q	375234	-1.36500230707456
lib068	chr6	p	140168	-1.35999179357013
lib068	chr6	q	327131	-1.35456837494963
lib068	chr7	p	155485	-1.37291970159773
lib068	chr7	q	256743	-1.3620671241238
lib068	chr8	p	91646	-1.39419158219969
lib068	chr8	q	299510	-1.36484006966613
lib068	chr9	p	96345	-1.35295625720494
lib068	chr9	q	190538	-1.38603962438718
lib069	chr1	p	180647	-1.98552610684973
lib069	chr1	q	163517	-1.96791342253902
lib069	chr10	p	52636	-1.97395450661442
lib069	chr10	q	134125	-1.9887924779213
lib069	chr11	p	79599	-1.98868186706699
lib069	chr11	q	116639	-1.98308303973885
lib069	chr12	p	44656	-1.96305693528793
lib069	chr12	q	156926	-1.97911157085572
lib069	chr13	q	161655	-1.99684415974226
lib069	chr14	q	146267	-1.99717722960538
lib069	chr15	q	107476	-1.99925688152896
lib069	chr16	p	24121	-2.00736594221697
lib069	chr16	q	69142	-2.00354523731642
lib069	chr17	p	22039	-1.96492213678043
lib069	chr17	q	71534	-1.95911874281267
lib069	chr18	p	25589	-2.01975989081317
lib069	chr18	q	89088	-2.0125203765704
lib069	chr19	p	18327	-1.88487096955655
lib069	chr19	q	33782	-1.9551125531308
lib069	chr2	p	139921	-1.97718098136132
lib069	chr2	q	232461	-1.97408270002655
lib069	chr20	p	35657	-2.03311363888556
lib069	chr20	q	46761	-1.96926627535568
lib069	chr21	q	51487	-1.99675548189984
lib069	chr22	q	33563	-1.95415644257723
lib069	chr3	p	149443	-1.99046335890947
lib069	chr3	q	179752	-1.97129396600386
lib069	chr4	p	70569	-1.988758894086
lib069	chr4	q	243617	-1.96670014640861
lib069	chr5	p	71623	-1.99024060354952
lib069	chr5	q	213573	-1.9796054158821
lib069	chr6	p	77950	-1.95798213309508
lib069	chr6	q	188344	-1.97566334724166
lib069	chr7	p	87543	-1.99325334175497
lib069	chr7	q	146466	-1.98314492103883
lib069	chr8	p	51646	-1.98886983960302
lib069	chr8	q	170353	-1.98495435927266
lib069	chr9	p	55668	-1.98050702108618
lib069	chr9	q	105137	-1.98468117828831
lib070	chr1	p	409379	-1.04151439077305
lib070	chr1	q	361744	-1.02920958728139
lib070	chr10	p	117226	-1.05298854715588
lib070	chr10	q	298213	-1.05911592769834
lib070	chr11	p	173866	-1.04768248290087
lib070	chr11	q	259771	-1.03966658829016
lib070	chr12	p	97446	-1.01406631611348
lib070	chr12	q	345941	-1.02835800808917
lib070	chr13	q	346349	-1.01636602315798
lib070	chr14	q	324280	-1.03721257402058
lib070	chr15	q	244691	-1.06133396336191
lib070	chr16	p	57061	-1.08029832678851
lib070	chr16	q	158254	-1.05791234254128
lib070	chr17	p	51287	-1.03702813883814
lib070	chr17	q	168074	-1.01994183806877
lib070	chr18	p	57199	-1.07925812871717
lib070	chr18	q	191751	-1.05490224206237
lib070	chr19	p	45184	-0.889763658558255
lib070	chr19	q	81462	-0.967685631504152
lib070	chr2	p	308825	-1.03514345091785
lib070	chr2	q	502484	-1.02942771061716
lib070	chr20	p	79467	-1.09901167954099
lib070	chr20	q	109181	-1.06721766092781
lib070	chr21	q	111678	-1.04252730157656
lib070	chr22	q	81284	-1.04780309311841
lib070	chr3	p	328591	-1.03930329563374
lib070	chr3	q	389519	-1.01399427713606
lib070	chr4	p	152247	-1.03238561889598
lib070	chr4	q	516903	-0.999629748581757
lib070	chr5	p	151590	-1.03287010808655
lib070	chr5	q	462813	-1.03204429205389
lib070	chr6	p	174314	-1.03180737534037
lib070	chr6	q	403033	-1.01489426579741
lib070	chr7	p	192497	-1.03498751400389
lib070	chr7	q	318104	-1.01648323358903
lib070	chr8	p	114537	-1.0538720824442
lib070	chr8	q	367642	-1.03772170380542
lib070	chr9	p	117786	-1.02217188450347
lib070	chr9	q	237714	-1.05534661204727
lib071	chr1	p	69117	-2.44582736200437
lib071	chr1	q	62536	-2.44610888525676
lib071	chr10	p	19561	-2.4455592303966
lib071	chr10	q	51721	-2.45567041198457
lib071	chr11	p	31465	-2.4691688281186
lib071	chr11	q	44619	-2.45778368552969
lib071	chr12	p	17509	-2.45107073219509
lib071	chr12	q	59613	-2.46860013765466
lib071	chr13	q	64133	-2.51455555716704
lib071	chr14	q	56664	-2.48037628267659
lib071	chr15	q	40911	-2.4542569839069
lib071	chr16	p	8920	-2.43518484999256
lib071	chr16	q	26034	-2.46099589298532
lib071	chr17	p	7832	-2.41563979367206
lib071	chr17	q	25378	-2.4081414195825
lib071	chr18	p	9767	-2.4905165779338
lib071	chr18	q	35700	-2.51051202852987
lib071	chr19	p	5406	-2.36362070204375
lib071	chr19	q	11122	-2.42438885439044
lib071	chr2	p	54210	-2.45522163624126
lib071	chr2	q	91292	-2.4679517415524
lib071	chr20	p	14239	-2.48978096975161
lib071	chr20	q	16839	-2.4016773397727
lib071	chr21	q	19727	-2.50025745075013
lib071	chr22	q	11840	-2.36673609954783
lib071	chr3	p	58866	-2.4713686721216
lib071	chr3	q	70072	-2.47183327807402
lib071	chr4	p	28023	-2.48693291115589
lib071	chr4	q	97855	-2.4825045247084
lib071	chr5	p	28750	-2.50351914659833
lib071	chr5	q	84092	-2.47186653718847
lib071	chr6	p	29544	-2.42322242328513
lib071	chr6	q	74378	-2.48568020481646
lib071	chr7	p	34344	-2.47897836195935
lib071	chr7	q	56202	-2.49150991338299
lib071	chr8	p	19820	-2.46202559510598
lib071	chr8	q	67115	-2.48062520197107
lib071	chr9	p	22254	-2.49600671930208
lib071	chr9	q	40239	-2.43960137319324
lib072	chr1	p	555296	-0.43929276207763
lib072	chr1	q	489162	-0.425821727500141
lib072	chr10	p	159914	-0.444315457244657
lib072	chr10	q	408674	-0.433274906940089
lib072	chr11	p	237829	-0.409186046083989
lib072	chr11	q	352189	-0.430517958983047
lib072	chr12	p	130725	-0.415819322070926
lib072	chr12	q	463983	-0.434601681574931
lib072	chr13	q	460901	-0.408248101070627
lib072	chr14	q	438499	-0.42126765428864
lib072	chr15	q	335448	-0.440971245844964
lib072	chr16	p	79653	-0.444466160189857
lib072	chr16	q	216306	-0.441879924825523
lib072	chr17	p	69394	-0.462582822209951
lib072	chr17	q	225687	-0.459461218501651
lib072	chr18	p	78539	-0.444322741082596
lib072	chr18	q	260577	-0.412908283911436
lib072	chr19	p	55637	-0.502458422609895
lib072	chr19	q	104816	-0.484036966913784
lib072	chr2	p	418777	-0.421902139005041
lib072	chr2	q	676864	-0.419372504011758
lib072	chr20	p	110452	-0.438360019867602
lib072	chr20	q	151419	-0.456824687903071
lib072	chr21	q	151076	-0.417937548152011
lib072	chr22	q	110722	-0.48869431707916
lib072	chr3	p	445867	-0.416643552958829
lib072	chr3	q	521051	-0.413730447858046
lib072	chr4	p	205461	-0.409299261909249
lib072	chr4	q	685914	-0.401554709951479
lib072	chr5	p	202410	-0.424449527354142
lib072	chr5	q	624012	-0.419197615758021
lib072	chr6	p	236317	-0.435883446227168
lib072	chr6	q	538075	-0.41055879310717
lib072	chr7	p	259924	-0.419355999552116
lib072	chr7	q	423933	-0.420456481231607
lib072	chr8	p	156245	-0.433801063449741
lib072	chr8	q	496706	-0.418053929904068
lib072	chr9	p	158120	-0.399912806636709
lib072	chr9	q	324565	-0.446540888485866
lib073	chr1	p	33802	-2.59157773253953
lib073	chr1	q	30023	-2.60007417654267
lib073	chr10	p	9675	-2.58652020694416
lib073	chr10	q	24556	-2.60957967705457
lib073	chr11	p	12885	-2.6546395501932
lib073	chr11	q	19380	-2.62413983103254
lib073	chr12	p	8902	-2.60579629118797
lib073	chr12	q	28583	-2.62468236950211
lib073	chr13	q	31485	-2.68787277485253
lib073	chr14	q	28470	-2.63241710834415
lib073	chr15	q	22068	-2.58305690772734
lib073	chr16	p	4590	-2.55704892937341
lib073	chr16	q	11869	-2.61131111376916
lib073	chr17	p	3740	-2.54545866127257
lib073	chr17	q	13871	-2.52008578091343
lib073	chr18	p	4672	-2.64210963322894
lib073	chr18	q	15986	-2.69439993267928
lib073	chr19	p	4010	-2.41534538485098
lib073	chr19	q	6292	-2.52441553290254
lib073	chr2	p	25510	-2.61529171820336
lib073	chr2	q	41981	-2.64046253575425
lib073	chr20	p	6534	-2.65406436616224
lib073	chr20	q	8961	-2.51552448787367
lib073	chr21	q	9377	-2.66433948404989
lib073	chr22	q	6525	-2.46768260218553
lib073	chr3	p	26896	-2.6411087039552
lib073	chr3	q	29575	-2.65664674015376
lib073	chr4	p	12648	-2.66695983524863
lib073	chr4	q	43274	-2.67564895722155
lib073	chr5	p	12417	-2.69905896055155
lib073	chr5	q	36489	-2.65284371652403
lib073	chr6	p	13545	-2.5769921915525
lib073	chr6	q	33568	-2.66831176122475
lib073	chr7	p	17902	-2.62909943156968
lib073	chr7	q	26544	-2.65854315967103
lib073	chr8	p	9573	-2.61436729769628
lib073	chr8	q	45873	-2.58261323002857
lib073	chr9	p	8826	-2.70316928432401
lib073	chr9	q	17834	-2.59665531887485
lib074	chr1	p	94990	-2.33904556002628
lib074	chr1	q	85228	-2.33865093336491
lib074	chr10	p	27414	-2.33358608161772
lib074	chr10	q	70126	-2.35139284807463
lib074	chr11	p	41803	-2.36597203991584
lib074	chr11	q	61534	-2.34629296873502
lib074	chr12	p	23266	-2.34757880200779
lib074	chr12	q	82113	-2.35542417192576
lib074	chr13	q	84945	-2.40407167042144
lib074	chr14	q	77094	-2.37020411596069
lib074	chr15	q	56554	-2.34733042187734
lib074	chr16	p	12828	-2.32519759312873
lib074	chr16	q	36783	-2.34693035763724
lib074	chr17	p	11362	-2.30365039908999
lib074	chr17	q	37665	-2.28860892912685
lib074	chr18	p	13210	-2.38807597157833
lib074	chr18	q	47082	-2.40434320814696
lib074	chr19	p	9222	-2.22223002181999
lib074	chr19	q	17927	-2.28346099781181
lib074	chr2	p	73571	-2.34723847049671
lib074	chr2	q	121153	-2.36348529743929
lib074	chr20	p	18865	-2.39114696692285
lib074	chr20	q	24751	-2.28733884830597
lib074	chr21	q	27279	-2.38053305311923
lib074	chr22	q	17537	-2.25853436379487
lib074	chr3	p	78454	-2.36736905549487
lib074	chr3	q	94280	-2.36135684055948
lib074	chr4	p	36986	-2.38198453257747
lib074	chr4	q	128001	-2.37582762134384
lib074	chr5	p	37760	-2.39565079885337
lib074	chr5	q	112011	-2.36572402789558
lib074	chr6	p	40633	-2.31664370209524
lib074	chr6	q	98365	-2.37833437919612
lib074	chr7	p	45974	-2.37279249408632
lib074	chr7	q	76616	-2.37653868505593
lib074	chr8	p	27002	-2.35525111398921
lib074	chr8	q	89172	-2.37472415993811
lib074	chr9	p	29209	-2.38870737169055
lib074	chr9	q	55133	-2.33519782635183
lib075	chr1	p	20502	-2.64646885325644
lib075	chr1	q	21766	-2.6391751949091
lib075	chr10	p	6009	-2.63879240399285
lib075	chr10	q	15500	-2.66088843113055
lib075	chr11	p	9470	-2.6887290289814
lib075	chr11	q	13343	-2.66393110843658
lib075	chr12	p	5100	-2.67414374968582
lib075	chr12	q	17954	-2.67814669571244
lib075	chr13	q	18285	-2.75794712162564
lib075	chr14	q	16987	-2.69434109221095
lib075	chr15	q	15805	-2.62586717800742
lib075	chr16	p	2977	-2.60244540975246
lib075	chr16	q	7994	-2.65243158539199
lib075	chr17	p	2164	-2.59545732582253
lib075	chr17	q	10720	-2.55073987690315
lib075	chr18	p	2992	-2.6920951745235
lib075	chr18	q	10294	-2.74749367065323
lib075	chr19	p	2089	-2.48652240180848
lib075	chr19	q	3951	-2.57289637232217
lib075	chr2	p	16434	-2.66591179011584
lib075	chr2	q	26842	-2.69342517925006
lib075	chr20	p	4183	-2.70419159068676
lib075	chr20	q	5363	-2.56752017699113
lib075	chr21	q	6257	-2.71380189408808
lib075	chr22	q	3554	-2.52411008277567
lib075	chr3	p	17355	-2.69176524582959
lib075	chr3	q	20658	-2.69734065924319
lib075	chr4	p	8102	-2.72018925943891
lib075	chr4	q	27944	-2.72989684843693
lib075	chr5	p	8221	-2.74929376489537
lib075	chr5	q	24384	-2.69886452941097
lib075	chr6	p	8867	-2.62195343762756
lib075	chr6	q	21669	-2.72156177077393
lib075	chr7	p	11854	-2.68431973500012
lib075	chr7	q	19435	-2.69858090152353
lib075	chr8	p	6336	-2.66249163567664
lib075	chr8	q	21814	-2.69812636283317
lib075	chr9	p	5523	-2.75412683215448
lib075	chr9	q	12323	-2.63528617335605
lib076	chr1	p	489421	-0.711168895703669
lib076	chr1	q	431545	-0.698666995178303
lib076	chr10	p	140588	-0.719878054124912
lib076	chr10	q	359723	-0.710617532908865
lib076	chr11	p	209355	-0.69342142500499
lib076	chr11	q	309484	-0.711996591008844
lib076	chr12	p	116363	-0.674000857827384
lib076	chr12	q	410556	-0.703341784730386
lib076	chr13	q	415771	-0.647828045757777
lib076	chr14	q	388515	-0.690814672454454
lib076	chr15	q	295184	-0.716192820578617
lib076	chr16	p	67688	-0.781210665915463
lib076	chr16	q	187834	-0.744017232708163
lib076	chr17	p	59581	-0.773900649131715
lib076	chr17	q	194824	-0.759707922573651
lib076	chr18	p	69622	-0.709632902822871
lib076	chr18	q	233731	-0.66332193283074
lib076	chr19	p	46486	-0.841521869865558
lib076	chr19	q	89210	-0.807228756739822
lib076	chr2	p	370377	-0.691846109979465
lib076	chr2	q	605109	-0.670401930264599
lib076	chr20	p	97900	-0.705989506142264
lib076	chr20	q	130444	-0.759940190748705
lib076	chr21	q	134704	-0.677488374160098
lib076	chr22	q	95840	-0.771344524464718
lib076	chr3	p	393438	-0.695007648329603
lib076	chr3	q	466219	-0.66396359482587
lib076	chr4	p	182519	-0.677928705326198
lib076	chr4	q	619817	-0.635450526367839
lib076	chr5	p	183218	-0.654217488499682
lib076	chr5	q	555765	-0.678659195030625
lib076	chr6	p	207847	-0.709514629586891
lib076	chr6	q	482243	-0.660416304927503
lib076	chr7	p	230843	-0.684875451281723
lib076	chr7	q	377907	-0.679673967024754
lib076	chr8	p	137745	-0.708839757498783
lib076	chr8	q	443234	-0.674786056647801
lib076	chr9	p	142186	-0.645737077642037
lib076	chr9	q	286423	-0.713907618956202
lib077	chr1	p	19592	-2.65022456151602
lib077	chr1	q	17357	-2.66005401166792
lib077	chr10	p	5567	-2.64509472562284
lib077	chr10	q	14539	-2.66633318738795
lib077	chr11	p	8786	-2.69555690701687
lib077	chr11	q	12587	-2.66891408105833
lib077	chr12	p	4833	-2.67894353175287
lib077	chr12	q	16960	-2.68314655837619
lib077	chr13	q	17515	-2.76203479185407
lib077	chr14	q	15680	-2.70138930669443
lib077	chr15	q	11686	-2.65402229588761
lib077	chr16	p	2644	-2.61181740477182
lib077	chr16	q	7504	-2.65763133535204
lib077	chr17	p	2258	-2.59247517197247
lib077	chr17	q	7769	-2.57944829875833
lib077	chr18	p	2719	-2.70021782498387
lib077	chr18	q	9831	-2.75181243394943
lib077	chr19	p	1900	-2.49352524210258
lib077	chr19	q	3628	-2.57958552701356
lib077	chr2	p	14984	-2.67399895453553
lib077	chr2	q	25135	-2.69939698930669
lib077	chr20	p	3953	-2.70909557266917
lib077	chr20	q	5046	-2.57210123131304
lib077	chr21	q	5532	-2.72529556308734
lib077	chr22	q	3669	-2.52192591573835
lib077	chr3	p	16267	-2.69754182245252
lib077	chr3	q	19371	-2.70321405543789
lib077	chr4	p	7763	-2.72415863357013
lib077	chr4	q	26224	-2.73598336982574
lib077	chr5	p	7656	-2.75605798426007
lib077	chr5	q	23122	-2.70366240350129
lib077	chr6	p	8478	-2.62569219879113
lib077	chr6	q	20373	-2.72736158692451
lib077	chr7	p	9410	-2.70663428883346
lib077	chr7	q	15645	-2.71992610360836
lib077	chr8	p	5472	-2.67533668603656
lib077	chr8	q	18587	-2.71361997767836
lib077	chr9	p	6108	-2.74510165338341
lib077	chr9	q	11352	-2.64209266214234
lib078	chr1	p	113785	-2.26147573943423
lib078	chr1	q	101814	-2.26010794067682
lib078	chr10	p	32935	-2.2548640958278
lib078	chr10	q	83823	-2.27378949067858
lib078	chr11	p	49564	-2.28849958168005
lib078	chr11	q	72792	-2.27208886056627
lib078	chr12	p	27564	-2.27031489442659
lib078	chr12	q	97204	-2.27951579420066
lib078	chr13	q	99062	-2.32912928001265
lib078	chr14	q	91587	-2.29204820738441
lib078	chr15	q	68225	-2.26755417017069
lib078	chr16	p	15454	-2.25129110988298
lib078	chr16	q	43344	-2.27730676684566
lib078	chr17	p	13824	-2.22554334825117
lib078	chr17	q	45750	-2.20995505223795
lib078	chr18	p	15725	-2.31324642612842
lib078	chr18	q	55131	-2.32926388682716
lib078	chr19	p	11218	-2.14827409998388
lib078	chr19	q	21335	-2.21288316750762
lib078	chr2	p	86750	-2.27373451195391
lib078	chr2	q	142582	-2.28851756591993
lib078	chr20	p	22739	-2.30854685301048
lib078	chr20	q	29583	-2.21751028526663
lib078	chr21	q	32209	-2.30237610392427
lib078	chr22	q	21558	-2.18216448851619
lib078	chr3	p	92679	-2.29184350176222
lib078	chr3	q	111284	-2.28375681810835
lib078	chr4	p	43338	-2.30760853115718
lib078	chr4	q	150121	-2.29755212534357
lib078	chr5	p	43236	-2.33009174532935
lib078	chr5	q	130803	-2.29428056521311
lib078	chr6	p	48978	-2.23643814448594
lib078	chr6	q	115007	-2.30385865359586
lib078	chr7	p	54400	-2.29586023934014
lib078	chr7	q	90647	-2.29751638150655
lib078	chr8	p	31969	-2.28140694137615
lib078	chr8	q	104369	-2.30175965271705
lib078	chr9	p	33943	-2.31567284809703
lib078	chr9	q	66041	-2.25873523141789
lib079	chr1	p	39966	-2.56613796802081
lib079	chr1	q	35707	-2.57315759807654
lib079	chr10	p	11191	-2.56490409927209
lib079	chr10	q	29079	-2.58395362861314
lib079	chr11	p	17796	-2.60561658377187
lib079	chr11	q	25613	-2.58305667183767
lib079	chr12	p	9791	-2.589814994343
lib079	chr12	q	34022	-2.59732396605324
lib079	chr13	q	35723	-2.66537466260825
lib079	chr14	q	32067	-2.61301968868301
lib079	chr15	q	23725	-2.57173060757501
lib079	chr16	p	5183	-2.54035946076536
lib079	chr16	q	15227	-2.57567690894091
lib079	chr17	p	4523	-2.52061795420239
lib079	chr17	q	15362	-2.50558078024041
lib079	chr18	p	5535	-2.61643253671869
lib079	chr18	q	19922	-2.65768578077038
lib079	chr19	p	3554	-2.43224112651293
lib079	chr19	q	6956	-2.51066445328928
lib079	chr2	p	31356	-2.58268650220509
lib079	chr2	q	51131	-2.60845195460711
lib079	chr20	p	8166	-2.61926741574795
lib079	chr20	q	9945	-2.50130443281765
lib079	chr21	q	11355	-2.6329815843526
lib079	chr22	q	7292	-2.45311515768447
lib079	chr3	p	33120	-2.60806328768581
lib079	chr3	q	39756	-2.61018438843798
lib079	chr4	p	15366	-2.6351345877895
lib079	chr4	q	54196	-2.63699954640261
lib079	chr5	p	15481	-2.66237653907646
lib079	chr5	q	47183	-2.61218724622144
lib079	chr6	p	17041	-2.54339139713643
lib079	chr6	q	41607	-2.63233589545738
lib079	chr7	p	19496	-2.61454566773567
lib079	chr7	q	31505	-2.63060290965973
lib079	chr8	p	11293	-2.58879613262794
lib079	chr8	q	37538	-2.62263159994944
lib079	chr9	p	12173	-2.65153291962872
lib079	chr9	q	23268	-2.55856421685147
lib080	chr1	p	568032	-0.386729355051273
lib080	chr1	q	480535	-0.466674880636533
lib080	chr10	p	165482	-0.364923315082323
lib080	chr10	q	417450	-0.383552554271053
lib080	chr11	p	223348	-0.55373941133492
lib080	chr11	q	355011	-0.411917497688659
lib080	chr12	p	118991	-0.626758059055071
lib080	chr12	q	459622	-0.456537698754652
lib080	chr13	q	402473	-0.718422641469049
lib080	chr14	q	422934	-0.505204500834553
lib080	chr15	q	350089	-0.340893780226163
lib080	chr16	p	97570	0.059792202458341
lib080	chr16	q	241660	-0.17283000546417
lib080	chr17	p	84950	0.0309319149341404
lib080	chr17	q	262057	-0.105640377135011
lib080	chr18	p	81857	-0.345601297025824
lib080	chr18	q	236092	-0.641299038354897
lib080	chr19	p	79422	0.378824944560464
lib080	chr19	q	138301	0.209419209064997
lib080	chr2	p	404114	-0.503682892029792
lib080	chr2	q	617426	-0.627311839773954
lib080	chr20	p	111222	-0.421942341056935
lib080	chr20	q	185457	0.0350678263214678
lib080	chr21	q	144083	-0.528799930651067
lib080	chr22	q	143670	0.137079035490344
lib080	chr3	p	427772	-0.512716304789574
lib080	chr3	q	465549	-0.667021229208501
lib080	chr4	p	189727	-0.593529741497876
lib080	chr4	q	558669	-0.851833439090468
lib080	chr5	p	181886	-0.670164285302822
lib080	chr5	q	571130	-0.620244507710691
lib080	chr6	p	241593	-0.385174695844101
lib080	chr6	q	469924	-0.715545884525488
lib080	chr7	p	245286	-0.553005933681547
lib080	chr7	q	395339	-0.581497301393456
lib080	chr8	p	158964	-0.39337780890275
lib080	chr8	q	451721	-0.634037897617391
lib080	chr9	p	132541	-0.794536819944434
lib080	chr9	q	342722	-0.319264455022757
lib081	chr1	p	113835	-2.26126938183755
lib081	chr1	q	102070	-2.25889565283598
lib081	chr10	p	33111	-2.25235457409279
lib081	chr10	q	83753	-2.27418609103031
lib081	chr11	p	49997	-2.28417725537982
lib081	chr11	q	73365	-2.26831208369821
lib081	chr12	p	28327	-2.25659866327618
lib081	chr12	q	98180	-2.27460647230948
lib081	chr13	q	100131	-2.32345431965656
lib081	chr14	q	91698	-2.29144962145658
lib081	chr15	q	67829	-2.27026099869231
lib081	chr16	p	15555	-2.24844855283506
lib081	chr16	q	44184	-2.26839290977129
lib081	chr17	p	14138	-2.21558168539032
lib081	chr17	q	45836	-2.2091184123601
lib081	chr18	p	16035	-2.30402290362764
lib081	chr18	q	56099	-2.32023459336989
lib081	chr19	p	11513	-2.13734374079467
lib081	chr19	q	21633	-2.20671174924746
lib081	chr2	p	88036	-2.26656203371686
lib081	chr2	q	143626	-2.2848652110874
lib081	chr20	p	22785	-2.307566056614
lib081	chr20	q	29779	-2.2146778352758
lib081	chr21	q	32400	-2.29934811664308
lib081	chr22	q	21576	-2.18182261889296
lib081	chr3	p	92770	-2.29136035059247
lib081	chr3	q	112068	-2.28017892951733
lib081	chr4	p	44153	-2.29806564054673
lib081	chr4	q	151561	-2.29245643301805
lib081	chr5	p	44641	-2.31327098744015
lib081	chr5	q	132852	-2.2864906729698
lib081	chr6	p	48187	-2.24404061255891
lib081	chr6	q	116574	-2.29684606724713
lib081	chr7	p	55184	-2.28870205185842
lib081	chr7	q	91093	-2.29500451867546
lib081	chr8	p	32720	-2.27024185709341
lib081	chr8	q	105936	-2.29423610314705
lib081	chr9	p	35071	-2.29827045210769
lib081	chr9	q	66091	-2.25838474280891
lib082	chr1	p	335654	-1.34578866707787
lib082	chr1	q	309287	-1.27761967816764
lib082	chr10	p	102899	-1.25727217157394
lib082	chr10	q	263253	-1.25718947479377
lib082	chr11	p	138388	-1.40183373574063
lib082	chr11	q	203917	-1.40781335127269
lib082	chr12	p	88247	-1.17943408852844
lib082	chr12	q	308492	-1.21672808544835
lib082	chr13	q	281082	-1.36284650731256
lib082	chr14	q	292964	-1.20608930299146
lib082	chr15	q	233709	-1.13640060685796
lib082	chr16	p	50848	-1.25515780142898
lib082	chr16	q	123569	-1.42598035757041
lib082	chr17	p	44114	-1.26459185763054
lib082	chr17	q	157594	-1.12189516271883
lib082	chr18	p	50643	-1.27432075295954
lib082	chr18	q	173054	-1.22930379141215
lib082	chr19	p	39628	-1.0956249319658
lib082	chr19	q	71810	-1.16757331287035
lib082	chr2	p	279221	-1.20025546159402
lib082	chr2	q	454914	-1.19584774834063
