library,chr,arm,raw_frag_cnt,z_frag_cnt
lib086,chr15,q,361583,-0.262327398843573
lib086,chr16,p,83424,-0.338334649024687
lib086,chr16,q,231565,-0.279955466375776
lib086,chr17,p,74010,-0.316140033147394
lib086,chr17,q,244421,-0.277209922319011
lib086,chr18,p,84394,-0.270117179011349
lib086,chr18,q,282111,-0.212043815617153
lib086,chr19,p,60046,-0.339095867812581
lib086,chr19,q,112727,-0.320204450617886
lib086,chr2,p,453213,-0.229840350069601
lib086,chr2,q,734590,-0.217422470427038
lib086,chr20,p,118635,-0.263884869597879
lib086,chr20,q,162595,-0.295317233323676
lib086,chr21,q,163928,-0.214190466802393
lib086,chr22,q,119519,-0.321615035102896
lib086,chr3,p,480576,-0.232361201851156
lib086,chr3,q,564330,-0.216220957640281
lib086,chr4,p,221971,-0.215982545371292
lib086,chr4,q,746281,-0.187935502580397
lib086,chr5,p,221007,-0.201804947663458
lib086,chr5,q,676589,-0.219310273407212
lib086,chr6,p,255111,-0.255250342607124
lib086,chr6,q,583877,-0.205587204118868
lib086,chr7,p,281870,-0.218981532110902
lib086,chr7,q,458395,-0.226367205704657
lib086,chr8,p,168979,-0.244485240205391
lib086,chr8,q,538203,-0.218816701756913
lib086,chr9,p,170814,-0.204074141132652
lib086,chr9,q,350873,-0.262127801987685
lib088,chr1,p,563937,-0.403630042219374
lib088,chr1,q,497685,-0.38546106629909
lib088,chr10,p,162323,-0.409966378496621
lib088,chr10,q,413304,-0.407042626532428
lib088,chr11,p,240731,-0.380217475822391
lib088,chr11,q,357462,-0.395762384069757
lib088,chr12,p,133033,-0.374329071094328
lib088,chr12,q,473795,-0.38524690043129
lib088,chr13,q,475260,-0.332021014304334
lib088,chr14,q,445323,-0.384468101392443
lib088,chr15,q,338077,-0.42300091204865
lib088,chr16,p,78975,-0.463547879778821
lib088,chr16,q,217871,-0.425272560157206
lib088,chr17,p,69818,-0.449131404843719
lib088,chr17,q,228042,-0.436550905567408
lib088,chr18,p,78972,-0.431439562879889
lib088,chr18,q,266820,-0.354674937781538
lib088,chr19,p,56950,-0.453809061201667
lib088,chr19,q,105716,-0.465398455389791
lib088,chr2,p,426078,-0.381181871813217
lib088,chr2,q,694325,-0.358286519595328
lib088,chr20,p,112175,-0.401622798321135
lib088,chr20,q,150782,-0.466030150373281
lib088,chr21,q,153694,-0.376433513062274
lib088,chr22,q,111162,-0.48033750406682
lib088,chr3,p,451381,-0.387367777684182
lib088,chr3,q,534240,-0.353540686854277
lib088,chr4,p,209819,-0.358271142546898
lib088,chr4,q,712245,-0.308377852574303
lib088,chr5,p,208933,-0.34635571688351
lib088,chr5,q,639573,-0.360037775251318
lib088,chr6,p,239127,-0.40887594270624
lib088,chr6,q,553961,-0.339466293594744
lib088,chr7,p,264520,-0.377392951508745
lib088,chr7,q,434958,-0.358363907884598
lib088,chr8,p,159197,-0.389913808053375
lib088,chr8,q,508245,-0.362652373753261
lib088,chr9,p,162803,-0.327665093500148
lib088,chr9,q,328958,-0.41574695930134
lib090,chr1,p,534056,-0.526953469147339
lib090,chr1,q,464487,-0.542670174659116
lib090,chr10,p,155850,-0.502262595489579
lib090,chr10,q,394674,-0.512594977287229
lib090,chr11,p,225575,-0.531508878608325
lib090,chr11,q,338367,-0.521621990170509
lib090,chr12,p,123815,-0.540038401034659
lib090,chr12,q,443637,-0.536942934851381
lib090,chr13,q,430902,-0.567502671437784
lib090,chr14,q,416961,-0.537414894950758
lib090,chr15,q,325567,-0.508512085799842
lib090,chr16,p,79890,-0.437796001572475
lib090,chr16,q,211655,-0.491235102507532
lib090,chr17,p,68283,-0.497829342714392
lib090,chr17,q,219019,-0.524329994147314
lib090,chr18,p,77553,-0.473659493294765
lib090,chr18,q,246072,-0.548207769033037
lib090,chr19,p,54097,-0.559518602784053
lib090,chr19,q,102315,-0.535831319493236
lib090,chr2,p,397347,-0.541424851773262
lib090,chr2,q,640990,-0.544874972653586
lib090,chr20,p,108015,-0.490320907220322
lib090,chr20,q,150181,-0.474715366926808
lib090,chr21,q,142495,-0.553975029093582
lib090,chr22,q,111053,-0.482407714563059
lib090,chr3,p,426648,-0.518684018138994
lib090,chr3,q,492574,-0.543689036386692
lib090,chr4,p,193945,-0.544140891688239
lib090,chr4,q,639123,-0.567132862453679
lib090,chr5,p,191548,-0.554490148131698
lib090,chr5,q,592502,-0.538992395937073
lib090,chr6,p,227465,-0.5209618879237
lib090,chr6,q,505152,-0.557894709099089
lib090,chr7,p,247442,-0.533320918106806
lib090,chr7,q,400002,-0.55523538125585
lib090,chr8,p,150098,-0.525188244656199
lib090,chr8,q,473348,-0.530201390565351
lib090,chr9,p,148818,-0.543420862924619
lib090,chr9,q,315539,-0.509811092177997
lib092,chr1,p,1215564,2.28573359081797
lib092,chr1,q,1055169,2.25450406910005
lib092,chr10,p,353181,2.31141032208145
lib092,chr10,q,889941,2.29344882847113
lib092,chr11,p,500115,2.20902567673942
lib092,chr11,q,762744,2.27554596260345
lib092,chr12,p,274310,2.1653668505785
lib092,chr12,q,990541,2.21400765897068
lib092,chr13,q,924735,2.05409012325952
lib092,chr14,q,924367,2.19885619778778
lib092,chr15,q,738841,2.31639157693798
lib092,chr16,p,180058,2.38134513085732
lib092,chr16,q,476666,2.32099129884419
lib092,chr17,p,159626,2.40003107352068
lib092,chr17,q,520991,2.41336555463375
lib092,chr18,p,168988,2.24683334496048
lib092,chr18,q,531766,2.11668372371642
lib092,chr19,p,132873,2.35929487344938
lib092,chr19,q,239884,2.31314800477808
lib092,chr2,p,897574,2.24851859385945
lib092,chr2,q,1408808,2.1412780760065
lib092,chr20,p,238122,2.28377641358413
lib092,chr20,q,352476,2.4487054029496
lib092,chr21,q,313690,2.16003692170379
lib092,chr22,q,267724,2.49320649329225
lib092,chr3,p,942227,2.21870715711074
lib092,chr3,q,1078482,2.13018028579058
lib092,chr4,p,423928,2.1487457478968
lib092,chr4,q,1359144,1.98078761248352
lib092,chr5,p,406381,2.01750549571885
lib092,chr5,q,1299841,2.15017041006325
lib092,chr6,p,528605,2.37335825808779
lib092,chr6,q,1094672,2.0803056127293
lib092,chr7,p,543800,2.17252873203187
lib092,chr7,q,873322,2.1104931281869
lib092,chr8,p,335556,2.23200776188148
lib092,chr8,q,1027583,2.1308161562968
lib092,chr9,p,314294,2.0094859444607
lib092,chr9,q,720897,2.33165613895814
lib095,chr1,p,554406,-0.442965927298536
lib095,chr1,q,486279,-0.439474172207713
lib095,chr10,p,158786,-0.460399210182716
lib095,chr10,q,406808,-0.443847139173501
lib095,chr11,p,236808,-0.419377951748045
lib095,chr11,q,350491,-0.441709873681087
lib095,chr12,p,130479,-0.420241593188882
lib095,chr12,q,463730,-0.435874282434016
lib095,chr13,q,463047,-0.396855711057362
lib095,chr14,q,436827,-0.430284191868131
lib095,chr15,q,333544,-0.453985896110533
lib095,chr16,p,77314,-0.510295278358866
lib095,chr16,q,212726,-0.479869934737713
lib095,chr17,p,68433,-0.493070586570678
lib095,chr17,q,225104,-0.465132858603844
lib095,chr18,p,77647,-0.47086268324614
lib095,chr18,q,261007,-0.408897337437648
lib095,chr19,p,56144,-0.48367302563048
lib095,chr19,q,105343,-0.473123082943624
lib095,chr2,p,417197,-0.430714359545115
lib095,chr2,q,675938,-0.422612044792332
lib095,chr20,p,110123,-0.445374846268523
lib095,chr20,q,149256,-0.488082796730489
lib095,chr21,q,150698,-0.423930109368176
lib095,chr22,q,109986,-0.502672986117983
lib095,chr3,p,443113,-0.431265512535611
lib095,chr3,q,523152,-0.404142254070123
lib095,chr4,p,204939,-0.415411395527227
lib095,chr4,q,692084,-0.379721083806738
lib095,chr5,p,203949,-0.406024512128892
lib095,chr5,q,623176,-0.42237592220771
lib095,chr6,p,235509,-0.443649304890837
lib095,chr6,q,540290,-0.400646298683148
lib095,chr7,p,258583,-0.431599787068687
lib095,chr7,q,424910,-0.414954037316865
lib095,chr8,p,154646,-0.45757332678944
lib095,chr8,q,497667,-0.413439934283917
lib095,chr9,p,159430,-0.379702577251935
lib095,chr9,q,323770,-0.452113657368565
lib096,chr1,p,603163,-0.241738380471897
lib096,chr1,q,525666,-0.252957058195533
lib096,chr10,p,173592,-0.24928569422447
lib096,chr10,q,441854,-0.245286340217367
lib096,chr11,p,252197,-0.265760678227806
lib096,chr11,q,380512,-0.243834448975631
lib096,chr12,p,137066,-0.30182899215645
lib096,chr12,q,501455,-0.246115913228566
lib096,chr13,q,476361,-0.326176176743941
lib096,chr14,q,467833,-0.263079189362344
lib096,chr15,q,365185,-0.237706195977722
lib096,chr16,p,89683,-0.162180544441605
lib096,chr16,q,239381,-0.1970141486457
lib096,chr17,p,78716,-0.16684199039861
lib096,chr17,q,252900,-0.194723067385061
lib096,chr18,p,85282,-0.243696250041363
lib096,chr18,q,272711,-0.299724971090649
lib096,chr19,p,67102,-0.0776564968328012
lib096,chr19,q,122748,-0.11267497952685
lib096,chr2,p,447213,-0.263304478702794
lib096,chr2,q,713610,-0.290819409494485
lib096,chr20,p,120343,-0.227467472963309
lib096,chr20,q,172057,-0.158579264888616
lib096,chr21,q,159189,-0.289319428716168
lib096,chr22,q,128396,-0.153016332578935
lib096,chr3,p,476861,-0.252085450154622
lib096,chr3,q,547641,-0.292383435568244
lib096,chr4,p,216773,-0.276846282049929
lib096,chr4,q,702811,-0.341761714656878
lib096,chr5,p,212824,-0.299772393789654
lib096,chr5,q,661194,-0.277839014786346
lib096,chr6,p,257146,-0.23569152777969
lib096,chr6,q,560877,-0.308516040124522
lib096,chr7,p,275414,-0.277927014741016
lib096,chr7,q,448682,-0.281070622023886
lib096,chr8,p,170145,-0.227150369002083
lib096,chr8,q,524166,-0.286211765773627
lib096,chr9,p,163134,-0.322558539357889
lib096,chr9,q,356285,-0.224190914952253
lib101,chr1,p,640406,-0.0880308610087539
lib101,chr1,q,560615,-0.0874560904241452
lib101,chr10,p,182751,-0.118690753480071
lib101,chr10,q,466983,-0.102912479663561
lib101,chr11,p,268715,-0.10087341303791
lib101,chr11,q,405336,-0.0802136654278409
lib101,chr12,p,148681,-0.0930294838838374
lib101,chr12,q,532138,-0.0917791062748007
lib101,chr13,q,517149,-0.109646445215036
lib101,chr14,q,499354,-0.0930969638580905
lib101,chr15,q,387126,-0.0877301237734927
lib101,chr16,p,91984,-0.0974209031817122
lib101,chr16,q,249808,-0.0863655918427962
lib101,chr17,p,82611,-0.0432729558668385
lib101,chr17,q,267377,-0.0538854451561677
lib101,chr18,p,89661,-0.1134065563932
lib101,chr18,q,292751,-0.112796209847154
lib101,chr19,p,70533,0.0494691383474175
lib101,chr19,q,127035,-0.0238935363008965
lib101,chr2,p,475952,-0.103016879904572
lib101,chr2,q,765502,-0.109279182512219
lib101,chr20,p,125814,-0.110816666764402
lib101,chr20,q,177037,-0.086611913080689
lib101,chr21,q,170594,-0.108512125355415
lib101,chr22,q,134248,-0.0418707195148114
lib101,chr3,p,504390,-0.105924257275451
lib101,chr3,q,588999,-0.103640685125158
lib101,chr4,p,231550,-0.103821380760929
lib101,chr4,q,766895,-0.11498925147056
lib101,chr5,p,228749,-0.109117184262626
lib101,chr5,q,708325,-0.0986562859821919
lib101,chr6,p,272443,-0.0886688297869368
lib101,chr6,q,604690,-0.112445557867318
lib101,chr7,p,293857,-0.109536132438168
lib101,chr7,q,479539,-0.107284632385005
lib101,chr8,p,177179,-0.122576197437707
lib101,chr8,q,559393,-0.117078338394785
lib101,chr9,p,176710,-0.113112681245152
lib101,chr9,q,376211,-0.0845141945036159
lib107,chr1,p,891820,0.949592915225888
lib107,chr1,q,799268,1.04268504269969
lib107,chr10,p,259364,0.973706909501766
lib107,chr10,q,655838,0.967086940722807
lib107,chr11,p,383607,1.04601045136441
lib107,chr11,q,567125,0.986175431793134
lib107,chr12,p,214241,1.08552374576339
lib107,chr12,q,754166,1.02503126345211
lib107,chr13,q,756296,1.15990429779622
lib107,chr14,q,711555,1.05123215749682
lib107,chr15,q,541675,0.968678061044492
lib107,chr16,p,124934,0.829928153538616
lib107,chr16,q,346202,0.936541954379429
lib107,chr17,p,108257,0.770347444544409
lib107,chr17,q,362486,0.871370161155072
lib107,chr18,p,127002,0.997611358773741
lib107,chr18,q,426818,1.13775160620233
lib107,chr19,p,84024,0.549338547912072
lib107,chr19,q,163132,0.723655742011962
lib107,chr2,p,681765,1.04487523782599
lib107,chr2,q,1110682,1.09830687217325
lib107,chr20,p,180209,1.04897507207485
lib107,chr20,q,239920,0.822127641886749
lib107,chr21,q,246532,1.09535854563177
lib107,chr22,q,174207,0.717060851303594
lib107,chr3,p,719148,1.03430188462382
lib107,chr3,q,856469,1.11699434222172
lib107,chr4,p,336955,1.13037295640948
lib107,chr4,q,1137123,1.19512740012023
lib107,chr5,p,334451,1.15635452420996
lib107,chr5,q,1020395,1.08777205582919
lib107,chr6,p,382551,0.969602414939879
lib107,chr6,q,884012,1.13756697825317
lib107,chr7,p,424133,1.07992819456318
lib107,chr7,q,692092,1.08980949393035
lib107,chr8,p,253216,1.00786256901672
lib107,chr8,q,809747,1.08493233745053
lib107,chr9,p,258580,1.1499495170231
lib107,chr9,q,524128,0.952350276970893
lib117,chr1,p,1119527,1.88937430057063
lib117,chr1,q,985684,1.9254578948005
lib117,chr10,p,322031,1.867253492276
lib117,chr10,q,817441,1.88268417845916
lib117,chr11,p,474613,1.95445762752809
lib117,chr11,q,706737,1.90639074087604
lib117,chr12,p,264902,1.99624194538446
lib117,chr12,q,932769,1.92341201932224
lib117,chr13,q,929904,2.08153060041635
lib117,chr14,q,878203,1.94990916380477
lib117,chr15,q,676267,1.88867165796859
lib117,chr16,p,156582,1.72063355405713
lib117,chr16,q,428479,1.8096436430792
lib117,chr17,p,138078,1.71641989095569
lib117,chr17,q,452106,1.74322674084378
lib117,chr18,p,157569,1.90708043064937
lib117,chr18,q,522973,2.03466453221871
lib117,chr19,p,111612,1.57153091846056
lib117,chr19,q,209277,1.67929364676158
lib117,chr2,p,841192,1.93405617709333
lib117,chr2,q,1363033,1.98113770966654
lib117,chr20,p,222552,1.95179815503597
lib117,chr20,q,301542,1.71264413849479
lib117,chr21,q,303077,1.99178546089119
lib117,chr22,q,223727,1.65758217032878
lib117,chr3,p,894981,1.96786144100157
lib117,chr3,q,1049195,1.99652515420233
lib117,chr4,p,410108,1.98692642490743
lib117,chr4,q,1381631,2.06036180229175
lib117,chr5,p,406267,2.01614067977624
lib117,chr5,q,1252610,1.97060750106177
lib117,chr6,p,477064,1.87798682073115
lib117,chr6,q,1082970,2.02793721103633
lib117,chr7,p,523577,1.98788584243633
lib117,chr7,q,850060,1.9794820224093
lib117,chr8,p,312295,1.88618748824501
lib117,chr8,q,1010570,2.04913258971445
lib117,chr9,p,315741,2.03180976272007
lib117,chr9,q,652488,1.852124633931
lib126,chr1,p,240325,-1.73922593375622
lib126,chr1,q,211740,-1.73955343602038
lib126,chr10,p,68269,-1.75104909023084
lib126,chr10,q,173796,-1.76402772715406
lib126,chr11,p,101923,-1.76583749679824
lib126,chr11,q,150598,-1.75925133701167
lib126,chr12,p,55851,-1.76180764599719
lib126,chr12,q,199096,-1.76699466086516
lib126,chr13,q,198392,-1.80181982054501
lib126,chr14,q,186683,-1.77922723988488
lib126,chr15,q,141923,-1.76379697727578
lib126,chr16,p,33282,-1.74953757473245
lib126,chr16,q,90781,-1.77391791203992
lib126,chr17,p,29223,-1.7370094425375
lib126,chr17,q,95809,-1.72296254473252
lib126,chr18,p,33155,-1.79464643519728
lib126,chr18,q,111070,-1.80747706171738
lib126,chr19,p,23915,-1.67782403006746
lib126,chr19,q,44531,-1.73250659716258
lib126,chr2,p,180629,-1.75013802329465
lib126,chr2,q,294980,-1.7553647193994
lib126,chr20,p,47052,-1.79015331414848
lib126,chr20,q,63069,-1.73359487509791
lib126,chr21,q,64115,-1.79655954793758
lib126,chr22,q,46504,-1.7083711762302
lib126,chr3,p,192528,-1.76170986277089
lib126,chr3,q,226386,-1.75847348570591
lib126,chr4,p,89243,-1.77010375389037
lib126,chr4,q,299569,-1.76870419016055
lib126,chr5,p,88456,-1.78871475476029
lib126,chr5,q,270275,-1.76403564039138
lib126,chr6,p,100885,-1.73754900382373
lib126,chr6,q,234208,-1.77041429791282
lib126,chr7,p,112322,-1.76701261776309
lib126,chr7,q,184225,-1.77048700929191
lib126,chr8,p,66786,-1.76378411917586
lib126,chr8,q,215097,-1.77012749139748
lib126,chr9,p,68363,-1.78465292792611
lib126,chr9,q,139048,-1.74697279390942
lib129,chr1,p,785826,0.512139573175666
lib129,chr1,q,722129,0.677393356158817
lib129,chr10,p,224129,0.471303509880748
lib129,chr10,q,569703,0.479070207912028
lib129,chr11,p,331878,0.529637201515269
lib129,chr11,q,490654,0.482137205130103
lib129,chr12,p,189273,0.63668120400268
lib129,chr12,q,669446,0.598886027160901
lib129,chr13,q,671204,0.708179576916116
lib129,chr14,q,630622,0.614787518788157
lib129,chr15,q,476039,0.520028069011459
lib129,chr16,p,110844,0.433377373290075
lib129,chr16,q,302047,0.467980812571408
lib129,chr17,p,97742,0.436758638870063
lib129,chr17,q,323428,0.491399459420174
lib129,chr18,p,112892,0.577792318496149
lib129,chr18,q,369646,0.604463625273532
lib129,chr19,p,77334,0.301460232739917
lib129,chr19,q,143635,0.319883454030529
lib129,chr2,p,615793,0.676925988794486
lib129,chr2,q,993399,0.688001190350212
lib129,chr20,p,154225,0.494953038027618
lib129,chr20,q,215117,0.46369265656707
lib129,chr21,q,215834,0.608692820198329
lib129,chr22,q,150667,0.269971355143398
lib129,chr3,p,635313,0.589192232801183
lib129,chr3,q,761475,0.683476550365476
lib129,chr4,p,299088,0.686985669604944
lib129,chr4,q,986113,0.660752054234111
lib129,chr5,p,297851,0.718176774213776
lib129,chr5,q,910822,0.671197208207507
lib129,chr6,p,342693,0.586518758236266
lib129,chr6,q,792731,0.729069279147426
lib129,chr7,p,379032,0.66814067719937
lib129,chr7,q,637975,0.785023662472749
lib129,chr8,p,227330,0.623016534738155
lib129,chr8,q,732151,0.712374997032987
lib129,chr9,p,224035,0.617001139849813
lib129,chr9,q,459763,0.501166290637633
lib131,chr1,p,1011026,1.44157418862286
lib131,chr1,q,892474,1.48406199775134
lib131,chr10,p,289867,1.40863839520178
lib131,chr10,q,740490,1.4467014117961
lib131,chr11,p,435084,1.55986816720049
lib131,chr11,q,637722,1.45149675213326
lib131,chr12,p,240055,1.54957458575901
lib131,chr12,q,846712,1.49054161564528
lib131,chr13,q,837268,1.58975732862289
lib131,chr14,q,795655,1.50475536947955
lib131,chr15,q,606130,1.40925541549158
lib131,chr16,p,142605,1.32726306040675
lib131,chr16,q,388297,1.38324292288602
lib131,chr17,p,124280,1.27867777581593
lib131,chr17,q,405850,1.29323122700668
lib131,chr18,p,142162,1.44867136236044
lib131,chr18,q,475005,1.58722946139396
lib131,chr19,p,97993,1.06691884456975
lib131,chr19,q,187720,1.23285987684745
lib131,chr2,p,758922,1.47520719998453
lib131,chr2,q,1235775,1.53593524675686
lib131,chr20,p,202837,1.53144161250052
lib131,chr20,q,271280,1.2753196404202
lib131,chr21,q,272926,1.51379151055099
lib131,chr22,q,198453,1.17755923379723
lib131,chr3,p,813127,1.53326961848961
lib131,chr3,q,953865,1.56147398152136
lib131,chr4,p,376270,1.59071497401637
lib131,chr4,q,1262126,1.63747241940241
lib131,chr5,p,372671,1.61392702707483
lib131,chr5,q,1143988,1.5576481671167
lib131,chr6,p,428600,1.41218908029049
lib131,chr6,q,987533,1.60084071878105
lib131,chr7,p,474058,1.53576047775841
lib131,chr7,q,775063,1.5571004602047
lib131,chr8,p,283933,1.46453086983318
lib131,chr8,q,911969,1.575725116101
lib131,chr9,p,290138,1.63681548566789
lib131,chr9,q,590115,1.4149041137793
lib134,chr1,p,323097,-1.39761331390811
lib134,chr1,q,284681,-1.39414137586951
lib134,chr10,p,93036,-1.39790519925841
lib134,chr10,q,234227,-1.42164264350063
lib134,chr11,p,135638,-1.42928499977213
lib134,chr11,q,203055,-1.41349499465885
lib134,chr12,p,76330,-1.39366256378326
lib134,chr12,q,266784,-1.42652111560927
lib134,chr13,q,262788,-1.45996318154493
lib134,chr14,q,251524,-1.4295613827128
lib134,chr15,q,194076,-1.40730902806347
lib134,chr16,p,44458,-1.43499878693559
lib134,chr16,q,121769,-1.44508147987263
lib134,chr17,p,39853,-1.39977225715297
lib134,chr17,q,130688,-1.38364670403889
lib134,chr18,p,44730,-1.45025200633739
lib134,chr18,q,148254,-1.46063279734223
lib134,chr19,p,30720,-1.42568472741476
lib134,chr19,q,57913,-1.45537264025805
lib134,chr2,p,242457,-1.40530133243914
lib134,chr2,q,390598,-1.42085239719963
lib134,chr20,p,62845,-1.45342032524347
lib134,chr20,q,85990,-1.40235719020042
lib134,chr21,q,85451,-1.45831275929181
lib134,chr22,q,64142,-1.37337693097644
lib134,chr3,p,255445,-1.42766126774823
lib134,chr3,q,302680,-1.41029563855893
lib134,chr4,p,116353,-1.45267091407547
lib134,chr4,q,395397,-1.42960002059843
lib134,chr5,p,114479,-1.47716558568514
lib134,chr5,q,359618,-1.42437124668979
lib134,chr6,p,138943,-1.37176552731146
lib134,chr6,q,310625,-1.42843547786743
lib134,chr7,p,149242,-1.42992042155742
lib134,chr7,q,243980,-1.43394807774084
lib134,chr8,p,88893,-1.43512031326547
lib134,chr8,q,285483,-1.43218712124143
lib134,chr9,p,90117,-1.44903969889072
lib134,chr9,q,187813,-1.4051412535763
lib136,chr1,p,2461345,7.42726105381275
lib136,chr1,q,2175511,7.55988291355718
lib136,chr10,p,707124,7.35815834172276
lib136,chr10,q,1802904,7.46604092735228
lib136,chr11,p,1061613,7.81405471352331
lib136,chr11,q,1566457,7.57300611437373
lib136,chr12,p,586535,7.77814571157002
lib136,chr12,q,2070246,7.64497015129592
lib136,chr13,q,2059138,8.07625294162728
lib136,chr14,q,1946150,7.70899065806546
lib136,chr15,q,1475324,7.35056629938396
lib136,chr16,p,346679,7.07074808016833
lib136,chr16,q,943759,7.27765825412749
lib136,chr17,p,301296,6.89451762605368
lib136,chr17,q,982923,6.90721127622228
lib136,chr18,p,344334,7.46395520438745
lib136,chr18,q,1162737,8.00224397374482
lib136,chr19,p,238166,6.26061795856473
lib136,chr19,q,455700,6.78258023040259
lib136,chr2,p,1858224,7.60640445577226
lib136,chr2,q,3023506,7.79017658498302
lib136,chr20,p,490366,7.66203741867224
lib136,chr20,q,652905,6.79028763915513
lib136,chr21,q,668678,7.78778115716428
lib136,chr22,q,477905,6.4851231199892
lib136,chr3,p,1982881,7.74390712857648
lib136,chr3,q,2338599,7.88089232360889
lib136,chr4,p,917867,7.93231120216949
lib136,chr4,q,3111186,8.18069523288615
lib136,chr5,p,917537,8.13710074099343
lib136,chr5,q,2799178,7.8503527753225
lib136,chr6,p,1039193,7.28072737116382
lib136,chr6,q,2419507,8.00916319749235
lib136,chr7,p,1157153,7.77265088315147
lib136,chr7,q,1903491,7.91238375787534
lib136,chr8,p,690897,7.51484692848042
lib136,chr8,q,2230529,7.90645359155014
lib136,chr9,p,717023,8.22265042530073
lib136,chr9,q,1432016,7.31643832146915
lib139,chr1,p,482452,-0.739931017528942
lib139,chr1,q,423851,-0.735101927394763
lib139,chr10,p,139176,-0.740011262589929
lib139,chr10,q,353556,-0.74555802389678
lib139,chr11,p,205652,-0.730385799808125
lib139,chr11,q,305719,-0.736812585613155
lib139,chr12,p,114103,-0.714628226634626
lib139,chr12,q,402555,-0.743587158143582
lib139,chr13,q,396699,-0.74907485951965
lib139,chr14,q,378480,-0.744930075929445
lib139,chr15,q,290261,-0.749843620608762
lib139,chr16,p,68933,-0.74617122507732
lib139,chr16,q,186500,-0.758173286681029
lib139,chr17,p,60260,-0.75235934632117
lib139,chr17,q,195139,-0.756643485811746
lib139,chr18,p,67889,-0.761195368932089
lib139,chr18,q,225888,-0.736479730956126
lib139,chr19,p,47063,-0.820142828332773
lib139,chr19,q,89794,-0.795134433706475
lib139,chr2,p,361725,-0.740101383468529
lib139,chr2,q,586042,-0.737106383896582
lib139,chr20,p,96182,-0.742620119384765
lib139,chr20,q,130880,-0.753639434646646
lib139,chr21,q,129361,-0.762192751350498
lib139,chr22,q,96910,-0.751022274639254
lib139,chr3,p,386021,-0.734387123340857
lib139,chr3,q,452629,-0.72598337282581
lib139,chr4,p,178056,-0.730186276853085
lib139,chr4,q,593798,-0.727523317074487
lib139,chr5,p,177980,-0.716927189441758
lib139,chr5,q,543345,-0.725877575539156
lib139,chr6,p,204329,-0.743326870649747
lib139,chr6,q,465552,-0.735111313700128
lib139,chr7,p,225059,-0.737685344641787
lib139,chr7,q,367647,-0.737458076098705
lib139,chr8,p,134401,-0.758554859817701
lib139,chr8,q,432171,-0.727902220587169
lib139,chr9,p,137754,-0.714112449117851
lib139,chr9,q,282277,-0.742970134412392
lib142,chr1,p,535504,-0.520977353147483
lib142,chr1,q,479142,-0.473271431270472
lib142,chr10,p,154103,-0.52717245043886
lib142,chr10,q,389837,-0.540000061592166
lib142,chr11,p,232925,-0.458139136560514
lib142,chr11,q,338635,-0.519855539558568
lib142,chr12,p,130646,-0.417239482307993
lib142,chr12,q,456546,-0.472010110780522
lib142,chr13,q,455806,-0.43529573719252
lib142,chr14,q,437039,-0.429140946672645
lib142,chr15,q,330210,-0.476775204926398
lib142,chr16,p,75878,-0.550710247871776
lib142,chr16,q,206107,-0.550109006136813
lib142,chr17,p,65052,-0.600332950049989
lib142,chr17,q,221914,-0.496166361049805
lib142,chr18,p,75719,-0.528227042541335
lib142,chr18,q,253719,-0.476878216277099
lib142,chr19,p,52285,-0.626656944651309
lib142,chr19,q,100964,-0.563809796236474
lib142,chr2,p,414025,-0.44840572888253
lib142,chr2,q,673461,-0.431277641459161
lib142,chr20,p,107194,-0.507825990731436
lib142,chr20,q,146105,-0.533618765715786
lib142,chr21,q,150262,-0.430842164104282
lib142,chr22,q,105145,-0.594616922010571
lib142,chr3,p,431555,-0.492631020447175
lib142,chr3,q,516494,-0.434526925293346
lib142,chr4,p,201271,-0.458360257808343
lib142,chr4,q,679199,-0.425316914094418
lib142,chr5,p,205056,-0.392771431001959
lib142,chr5,q,611272,-0.467632572898012
lib142,chr6,p,228594,-0.510110830459242
lib142,chr6,q,534780,-0.425304467656676
lib142,chr7,p,262737,-0.393672349824962
lib142,chr7,q,425701,-0.410499141578318
lib142,chr8,p,154474,-0.460130443296274
lib142,chr8,q,496821,-0.417501786827775
lib142,chr9,p,154610,-0.454063879263086
lib142,chr9,q,317240,-0.497887469700674
lib150,chr1,p,1084793,1.74602180530889
lib150,chr1,q,954224,1.77647908435992
lib150,chr10,p,313704,1.74852174518805
lib150,chr10,q,794984,1.75544911990303
lib150,chr11,p,461687,1.82542670430224
lib150,chr11,q,683906,1.75590628594615
lib150,chr12,p,257956,1.87137570479371
lib150,chr12,q,906836,1.79296791624458
lib150,chr13,q,900264,1.92418183993492
lib150,chr14,q,852564,1.81164659980922
lib150,chr15,q,654803,1.74195608375631
lib150,chr16,p,152035,1.59266219864264
lib150,chr16,q,417426,1.69235214040897
lib150,chr17,p,132437,1.53745893491109
lib150,chr17,q,436523,1.59162954065086
lib150,chr18,p,154208,1.80707959476185
lib150,chr18,q,510281,1.9162763167645
lib150,chr19,p,105017,1.32717254946798
lib150,chr19,q,199442,1.47561613471883
lib150,chr2,p,815508,1.79080739712418
lib150,chr2,q,1331041,1.8692161236491
lib150,chr20,p,215771,1.80721597319814
lib150,chr20,q,290703,1.55600676374657
lib150,chr21,q,293656,1.84243117724703
lib150,chr22,q,214148,1.47565055249877
lib150,chr3,p,867468,1.82178519777862
lib150,chr3,q,1021991,1.87237607100068
lib150,chr4,p,398541,1.85148763264852
lib150,chr4,q,1357516,1.97502664921551
lib150,chr5,p,398215,1.91974157477708
